-5      0
-4.9      0.00360733
-4.8      0.00721276
-4.7      0.0108144
-4.6      0.0144103
-4.5      0.0179985
-4.4      0.021577
-4.3      0.0251437
-4.2      0.0286964
-4.1      0.032233
-4      0.035751
-3.9      0.0392481
-3.8      0.0427217
-3.7      0.0461692
-3.6      0.0495878
-3.5      0.0529747
-3.4      0.0563268
-3.3      0.059641
-3.2      0.062914
-3.1      0.0661426
-3      0.0693233
-2.9      0.0724523
-2.8      0.0755262
-2.7      0.0785411
-2.6      0.0814932
-2.5      0.0843785
-2.4      0.0871932
-2.3      0.0899331
-2.2      0.0925942
-2.1      0.0951725
-2      0.097664
-1.9      0.100065
-1.8      0.10237
-1.7      0.104577
-1.6      0.106682
-1.5      0.108679
-1.4      0.110567
-1.3      0.112342
-1.2      0.113999
-1.1      0.115537
-1      0.116951
-0.9      0.11824
-0.8      0.1194
-0.7      0.120429
-0.6      0.121326
-0.5      0.122087
-0.4      0.122713
-0.3      0.123201
-0.2      0.12355
-0.1      0.12376
0      0.12383
0.1      0.12376
0.2      0.12355
0.3      0.123201
0.4      0.122713
0.5      0.122087
0.6      0.121326
0.7      0.120429
0.8      0.1194
0.9      0.11824
1      0.116951
1.1      0.115537
1.2      0.113999
1.3      0.112342
1.4      0.110567
1.5      0.108679
1.6      0.106682
1.7      0.104577
1.8      0.10237
1.9      0.100065
2      0.097664
2.1      0.0951725
2.2      0.0925942
2.3      0.0899331
2.4      0.0871932
2.5      0.0843785
2.6      0.0814932
2.7      0.0785411
2.8      0.0755262
2.9      0.0724523
3      0.0693233
3.1      0.0661426
3.2      0.062914
3.3      0.059641
3.4      0.0563268
3.5      0.0529747
3.6      0.0495878
3.7      0.0461692
3.8      0.0427217
3.9      0.0392481
4      0.035751
4.1      0.032233
4.2      0.0286964
4.3      0.0251437
4.4      0.021577
4.5      0.0179985
4.6      0.0144103
4.7      0.0108144
4.8      0.00721276
4.9      0.00360733
5      0
