-5      0
-4.9      0.00298795
-4.8      0.00598705
-4.7      0.00900832
-4.6      0.0120626
-4.5      0.0151603
-4.4      0.0183114
-4.3      0.0215254
-4.2      0.024811
-4.1      0.0281763
-4      0.0316284
-3.9      0.0351733
-3.8      0.0388162
-3.7      0.042561
-3.6      0.0464105
-3.5      0.0503661
-3.4      0.0544279
-3.3      0.0585946
-3.2      0.0628635
-3.1      0.0672304
-3      0.0716897
-2.9      0.0762342
-2.8      0.0808554
-2.7      0.0855431
-2.6      0.090286
-2.5      0.0950712
-2.4      0.0998847
-2.3      0.104711
-2.2      0.109534
-2.1      0.114336
-2      0.119099
-1.9      0.123804
-1.8      0.128431
-1.7      0.13296
-1.6      0.137371
-1.5      0.141643
-1.4      0.145755
-1.3      0.149688
-1.2      0.153422
-1.1      0.156937
-1      0.160215
-0.9      0.163239
-0.8      0.165991
-0.7      0.168458
-0.6      0.170625
-0.5      0.17248
-0.4      0.174012
-0.3      0.175213
-0.2      0.176076
-0.1      0.176596
0      0.176769
0.1      0.176596
0.2      0.176076
0.3      0.175213
0.4      0.174012
0.5      0.17248
0.6      0.170625
0.7      0.168458
0.8      0.165991
0.9      0.163239
1      0.160215
1.1      0.156937
1.2      0.153422
1.3      0.149688
1.4      0.145755
1.5      0.141643
1.6      0.137371
1.7      0.13296
1.8      0.128431
1.9      0.123804
2      0.119099
2.1      0.114336
2.2      0.109534
2.3      0.104711
2.4      0.0998847
2.5      0.0950712
2.6      0.090286
2.7      0.0855431
2.8      0.0808554
2.9      0.0762342
3      0.0716897
3.1      0.0672304
3.2      0.0628635
3.3      0.0585946
3.4      0.0544279
3.5      0.0503661
3.6      0.0464105
3.7      0.042561
3.8      0.0388162
3.9      0.0351733
4      0.0316284
4.1      0.0281763
4.2      0.024811
4.3      0.0215254
4.4      0.0183114
4.5      0.0151603
4.6      0.0120626
4.7      0.00900832
4.8      0.00598705
4.9      0.00298795
5      0
