-5      0
-4.9      3.00704e-06
-4.8      6.63015e-06
-4.7      1.15818e-05
-4.6      1.87775e-05
-4.5      2.94619e-05
-4.4      4.53673e-05
-4.3      6.89137e-05
-4.2      0.000103466
-4.1      0.000153657
-4      0.000225798
-3.9      0.000328376
-3.8      0.000472668
-3.7      0.000673452
-3.6      0.000949844
-3.5      0.00132624
-3.4      0.00183333
-3.3      0.00250918
-3.2      0.00340032
-3.1      0.00456277
-3      0.00606287
-2.9      0.00797794
-2.8      0.0103964
-2.7      0.0134178
-2.6      0.0171513
-2.5      0.0217144
-2.4      0.0272305
-2.3      0.0338245
-2.2      0.041619
-2.1      0.0507285
-2      0.0612527
-1.9      0.0732697
-1.8      0.0868285
-1.7      0.101941
-1.6      0.118576
-1.5      0.136652
-1.4      0.156033
-1.3      0.176525
-1.2      0.197875
-1.1      0.219778
-1      0.241873
-0.9      0.263761
-0.8      0.285009
-0.7      0.305165
-0.6      0.323777
-0.5      0.340404
-0.4      0.354637
-0.3      0.366116
-0.2      0.37454
-0.1      0.379687
0      0.381418
0.1      0.379687
0.2      0.37454
0.3      0.366116
0.4      0.354637
0.5      0.340404
0.6      0.323777
0.7      0.305165
0.8      0.285009
0.9      0.263761
1      0.241873
1.1      0.219778
1.2      0.197875
1.3      0.176525
1.4      0.156033
1.5      0.136652
1.6      0.118576
1.7      0.101941
1.8      0.0868285
1.9      0.0732697
2      0.0612527
2.1      0.0507285
2.2      0.041619
2.3      0.0338245
2.4      0.0272305
2.5      0.0217144
2.6      0.0171513
2.7      0.0134178
2.8      0.0103964
2.9      0.00797794
3      0.00606287
3.1      0.00456277
3.2      0.00340032
3.3      0.00250918
3.4      0.00183333
3.5      0.00132624
3.6      0.000949844
3.7      0.000673452
3.8      0.000472668
3.9      0.000328376
4      0.000225798
4.1      0.000153657
4.2      0.000103466
4.3      6.89137e-05
4.4      4.53673e-05
4.5      2.94619e-05
4.6      1.87775e-05
4.7      1.15818e-05
4.8      6.63015e-06
4.9      3.00704e-06
5      0
